time,load_shortfall_3h
2018-01-01 00:00:00,8941.488266973134
2018-01-01 03:00:00,10185.427777820738
2018-01-01 06:00:00,10481.181477009239
2018-01-01 09:00:00,10120.710361483194
2018-01-01 12:00:00,10353.160707035802
2018-01-01 15:00:00,9799.802209823423
2018-01-01 18:00:00,10087.181286334107
2018-01-01 21:00:00,10161.251857508032
2018-01-02 00:00:00,4169.307560131152
2018-01-02 03:00:00,7325.162181785418
2018-01-02 06:00:00,7188.3016702870445
2018-01-02 09:00:00,6969.505488547437
2018-01-02 12:00:00,7064.000188714214
2018-01-02 15:00:00,7029.531299825325
2018-01-02 18:00:00,7167.197785936436
2018-01-02 21:00:00,7111.536258158658
2018-01-03 00:00:00,4116.911289706261
2018-01-03 03:00:00,7665.891057098976
2018-01-03 06:00:00,7300.179923116979
2018-01-03 09:00:00,6710.882600003023
2018-01-03 12:00:00,6378.21091244502
2018-01-03 15:00:00,6758.00264610654
2018-01-03 18:00:00,6889.992534696402
2018-01-03 21:00:00,7788.967254253029
2018-01-04 00:00:00,3927.746576826011
2018-01-04 03:00:00,7781.99588501341
2018-01-04 06:00:00,7335.047773039755
2018-01-04 09:00:00,6303.1638578840475
2018-01-04 12:00:00,6243.458857884046
2018-01-04 15:00:00,6552.939258224243
2018-01-04 18:00:00,6303.1638578840475
2018-01-04 21:00:00,6253.399857884047
2018-01-05 00:00:00,3512.0959531873787
2018-01-05 03:00:00,6286.351200476639
2018-01-05 06:00:00,6269.869718995158
2018-01-05 09:00:00,6337.632746772937
2018-01-05 12:00:00,6693.884090251956
2018-01-05 15:00:00,6728.062559531216
2018-01-05 18:00:00,6636.586731045591
2018-01-05 21:00:00,6657.011268971335
2018-01-06 00:00:00,3930.9530708851426
2018-01-06 03:00:00,6854.6792071375585
2018-01-06 06:00:00,7157.151472477239
2018-01-06 09:00:00,6925.839576417184
2018-01-06 12:00:00,7325.915216999678
2018-01-06 15:00:00,7526.796947455416
2018-01-06 18:00:00,7778.456743573649
2018-01-06 21:00:00,7780.259807803598
2018-01-07 00:00:00,4250.756277635966
2018-01-07 03:00:00,7656.002200658467
2018-01-07 06:00:00,7905.287427127131
2018-01-07 09:00:00,7888.60573263459
2018-01-07 12:00:00,6446.001389858383
2018-01-07 15:00:00,6841.4290474773325
2018-01-07 18:00:00,6855.70662218316
2018-01-07 21:00:00,8338.087824189006
2018-01-08 00:00:00,8877.742687651167
2018-01-08 03:00:00,11696.17672819947
2018-01-08 06:00:00,11660.219642615677
2018-01-08 09:00:00,11214.591465062551
2018-01-08 12:00:00,11476.429387297472
2018-01-08 15:00:00,11840.267050843346
2018-01-08 18:00:00,11660.219642615677
2018-01-08 21:00:00,12292.04516565393
2018-01-09 00:00:00,6393.770428250968
2018-01-09 03:00:00,9146.23590763486
2018-01-09 06:00:00,9056.649619219927
2018-01-09 09:00:00,8837.773607354427
2018-01-09 12:00:00,8697.268959173702
2018-01-09 15:00:00,8784.960646676216
2018-01-09 18:00:00,8674.99524091973
2018-01-09 21:00:00,8376.309245065866
2018-01-10 00:00:00,3511.4554620990343
2018-01-10 03:00:00,8065.228310771685
2018-01-10 06:00:00,7922.492812091638
2018-01-10 09:00:00,7659.538873134089
2018-01-10 12:00:00,6458.989651030511
2018-01-10 15:00:00,6193.192778518967
2018-01-10 18:00:00,6236.7619451856335
2018-01-10 21:00:00,6393.883023556131
2018-01-11 00:00:00,3677.785261592401
2018-01-11 03:00:00,7047.968776304517
2018-01-11 06:00:00,6448.0707225546075
2018-01-11 09:00:00,6386.510744335352
2018-01-11 12:00:00,6374.841745778354
2018-01-11 15:00:00,6811.911268112692
2018-01-11 18:00:00,6447.358304159995
2018-01-11 21:00:00,6627.616548231249
2018-01-12 00:00:00,4396.029547297562
2018-01-12 03:00:00,8124.54535353809
2018-01-12 06:00:00,8500.070870988156
2018-01-12 09:00:00,8307.889275750063
2018-01-12 12:00:00,8443.374329658718
2018-01-12 15:00:00,7984.307702855961
2018-01-12 18:00:00,8097.776589422953
2018-01-12 21:00:00,8425.39691345431
2018-01-13 00:00:00,4338.989818399653
2018-01-13 03:00:00,8059.398534711172
2018-01-13 06:00:00,8390.507570801588
2018-01-13 09:00:00,8039.735899714055
2018-01-13 12:00:00,7989.374817900419
2018-01-13 15:00:00,8308.391193406656
2018-01-13 18:00:00,8826.440453038205
2018-01-13 21:00:00,6698.597467111167
2018-01-14 00:00:00,4310.146140390621
2018-01-14 03:00:00,7775.332270493486
2018-01-14 06:00:00,7434.021830065027
2018-01-14 09:00:00,7581.671188050468
2018-01-14 12:00:00,8377.083681136643
2018-01-14 15:00:00,8265.432925169232
2018-01-14 18:00:00,8195.02675469455
2018-01-14 21:00:00,7880.486855037131
2018-01-15 00:00:00,10700.620574951456
2018-01-15 03:00:00,12013.097368361026
2018-01-15 06:00:00,11999.26490713659
2018-01-15 09:00:00,11866.05584008977
2018-01-15 12:00:00,12079.223577054236
2018-01-15 15:00:00,10779.547171095477
2018-01-15 18:00:00,10284.936996478335
2018-01-15 21:00:00,10052.5966597907
2018-01-16 00:00:00,4441.509516556432
2018-01-16 03:00:00,8894.354919968639
2018-01-16 06:00:00,8694.269835643056
2018-01-16 09:00:00,8795.193264212152
2018-01-16 12:00:00,8501.874800104317
2018-01-16 15:00:00,8176.563806440554
2018-01-16 18:00:00,8492.392933213358
2018-01-16 21:00:00,7182.646965913072
2018-01-17 00:00:00,4748.317528999634
2018-01-17 03:00:00,7674.403893944498
2018-01-17 06:00:00,7903.994505215666
2018-01-17 09:00:00,7326.606100799753
2018-01-17 12:00:00,7854.669851019185
2018-01-17 15:00:00,8169.414621870205
2018-01-17 18:00:00,8251.83221130141
2018-01-17 21:00:00,8734.319130291951
2018-01-18 00:00:00,5445.367357047674
