time,load_shortfall_3h
2018-01-01 00:00:00,8676.377005800372
2018-01-01 03:00:00,8663.74916477804
2018-01-01 06:00:00,9415.347929491894
2018-01-01 09:00:00,9737.007710631238
2018-01-01 12:00:00,8961.57162642153
2018-01-01 15:00:00,9445.422951103188
2018-01-01 18:00:00,9160.183928955812
2018-01-01 21:00:00,9330.218504501274
2018-01-02 00:00:00,7647.013489957433
2018-01-02 03:00:00,8812.240705366945
2018-01-02 06:00:00,9603.499638182344
2018-01-02 09:00:00,9866.6430810038
2018-01-02 12:00:00,8722.16804700368
2018-01-02 15:00:00,10215.796723186271
2018-01-02 18:00:00,10998.795643460238
2018-01-02 21:00:00,10947.48411011789
2018-01-03 00:00:00,8499.991390779614
2018-01-03 03:00:00,9350.033248664578
2018-01-03 06:00:00,9532.889138934668
2018-01-03 09:00:00,10336.306431586388
2018-01-03 12:00:00,9850.686721418984
2018-01-03 15:00:00,9134.910633229185
2018-01-03 18:00:00,10774.414435714483
2018-01-03 21:00:00,10689.969523811014
2018-01-04 00:00:00,8419.970802818425
2018-01-04 03:00:00,9838.770157273626
2018-01-04 06:00:00,10383.140320345527
2018-01-04 09:00:00,9453.476063947892
2018-01-04 12:00:00,9537.019309189636
2018-01-04 15:00:00,9868.304192138137
2018-01-04 18:00:00,9688.110194959678
2018-01-04 21:00:00,9555.446520995349
2018-01-05 00:00:00,7897.116559076821
2018-01-05 03:00:00,8322.86827052827
2018-01-05 06:00:00,7929.255821126979
2018-01-05 09:00:00,7255.866211467888
2018-01-05 12:00:00,7613.257362910546
2018-01-05 15:00:00,8349.750398465665
2018-01-05 18:00:00,9011.648605431197
2018-01-05 21:00:00,10209.532104813727
2018-01-06 00:00:00,7164.939480310772
2018-01-06 03:00:00,8934.139063171344
2018-01-06 06:00:00,9217.499469677918
2018-01-06 09:00:00,8753.738751502475
2018-01-06 12:00:00,9949.629948741058
2018-01-06 15:00:00,11187.930318690138
2018-01-06 18:00:00,10615.831395095214
2018-01-06 21:00:00,10535.572431467008
2018-01-07 00:00:00,6947.000855952036
2018-01-07 03:00:00,7525.119801336434
2018-01-07 06:00:00,7767.038173395675
2018-01-07 09:00:00,7978.126829828601
2018-01-07 12:00:00,8091.456787191331
2018-01-07 15:00:00,9042.90475825686
2018-01-07 18:00:00,9830.708351111738
2018-01-07 21:00:00,10172.916232114425
2018-01-08 00:00:00,9289.26527765859
2018-01-08 03:00:00,9912.184515629197
2018-01-08 06:00:00,11981.388292032294
2018-01-08 09:00:00,10797.844735697145
2018-01-08 12:00:00,11395.045529791154
2018-01-08 15:00:00,13024.444643342867
2018-01-08 18:00:00,12613.604015437886
2018-01-08 21:00:00,12956.196135676233
2018-01-09 00:00:00,10969.84650546289
2018-01-09 03:00:00,9618.31267892383
2018-01-09 06:00:00,10990.285725598922
2018-01-09 09:00:00,11122.968742119614
2018-01-09 12:00:00,10972.76102630538
2018-01-09 15:00:00,11115.414149607997
2018-01-09 18:00:00,11809.374945169082
2018-01-09 21:00:00,12265.834721063497
2018-01-10 00:00:00,10744.37550145085
2018-01-10 03:00:00,9984.354832755169
2018-01-10 06:00:00,10519.406085044146
2018-01-10 09:00:00,10985.325328572653
2018-01-10 12:00:00,10609.599398529623
2018-01-10 15:00:00,9173.726812289096
2018-01-10 18:00:00,10202.834286910249
2018-01-10 21:00:00,10046.427475792589
2018-01-11 00:00:00,7856.502156354487
2018-01-11 03:00:00,8388.162180643762
2018-01-11 06:00:00,8286.809816471301
2018-01-11 09:00:00,8529.962556380313
2018-01-11 12:00:00,7276.046153484844
2018-01-11 15:00:00,8433.250093452865
2018-01-11 18:00:00,9503.595786711434
2018-01-11 21:00:00,10193.455831527943
2018-01-12 00:00:00,8774.161840501707
2018-01-12 03:00:00,8302.097216198454
2018-01-12 06:00:00,9026.915492256405
2018-01-12 09:00:00,8910.75304899714
2018-01-12 12:00:00,10280.223671411863
2018-01-12 15:00:00,10929.39763371693
2018-01-12 18:00:00,11442.996754376683
2018-01-12 21:00:00,11125.24893273646
2018-01-13 00:00:00,8894.986734129721
2018-01-13 03:00:00,9912.129382815212
2018-01-13 06:00:00,9357.016109347343
2018-01-13 09:00:00,9485.092070592334
2018-01-13 12:00:00,10680.495620113099
2018-01-13 15:00:00,11354.293562195962
2018-01-13 18:00:00,11721.274000604404
2018-01-13 21:00:00,9105.514846042264
2018-01-14 00:00:00,7135.793745830422
2018-01-14 03:00:00,8278.609820007812
2018-01-14 06:00:00,7727.138373483904
2018-01-14 09:00:00,8706.205763648963
2018-01-14 12:00:00,8648.549675213872
2018-01-14 15:00:00,9257.834415707039
2018-01-14 18:00:00,8996.991582137533
2018-01-14 21:00:00,9283.087127095787
2018-01-15 00:00:00,10111.965112007223
2018-01-15 03:00:00,10646.880263558822
2018-01-15 06:00:00,11096.440614197636
2018-01-15 09:00:00,11128.896630218718
2018-01-15 12:00:00,11970.578218098264
2018-01-15 15:00:00,12404.613792903256
2018-01-15 18:00:00,11631.498107649386
2018-01-15 21:00:00,11465.71411856846
2018-01-16 00:00:00,9265.401840306818
2018-01-16 03:00:00,9884.789693976054
2018-01-16 06:00:00,9727.607395949075
2018-01-16 09:00:00,10327.222756468691
2018-01-16 12:00:00,11042.784749325365
2018-01-16 15:00:00,11424.068289682968
2018-01-16 18:00:00,11690.819745510351
2018-01-16 21:00:00,10939.244613199728
2018-01-17 00:00:00,8263.249179105274
2018-01-17 03:00:00,8605.064076206414
2018-01-17 06:00:00,10077.51391303935
2018-01-17 09:00:00,10425.452391245402
2018-01-17 12:00:00,10760.402474974515
2018-01-17 15:00:00,11608.241365890251
2018-01-17 18:00:00,11475.825979269575
2018-01-17 21:00:00,12536.511757934233
2018-01-18 00:00:00,9951.083720821887
2018-01-18 03:00:00,11561.785132471472
2018-01-18 06:00:00,9455.39075835701
2018-01-18 09:00:00,10276.195150817744
2018-01-18 12:00:00,11000.984626769554
2018-01-18 15:00:00,12058.021370619768
2018-01-18 18:00:00,12375.538375233999
2018-01-18 21:00:00,12244.052853962174
2018-01-19 00:00:00,9933.240664777812
2018-01-19 03:00:00,10197.777814922156
2018-01-19 06:00:00,10380.73497989541
2018-01-19 09:00:00,10445.450305933831
2018-01-19 12:00:00,10718.811907682335
2018-01-19 15:00:00,11573.322279551998
2018-01-19 18:00:00,11330.611829152796
2018-01-19 21:00:00,10084.607689158991
2018-01-20 00:00:00,8844.07970782509
2018-01-20 03:00:00,8890.80998173845
2018-01-20 06:00:00,9706.688290396472
2018-01-20 09:00:00,9270.88192865951
2018-01-20 12:00:00,9541.322579656262
2018-01-20 15:00:00,9759.947166422615
2018-01-20 18:00:00,10057.80856547202
2018-01-20 21:00:00,9906.95417737891
2018-01-21 00:00:00,7157.847490679007
2018-01-21 03:00:00,6952.990106491838
2018-01-21 06:00:00,8067.893763562897
2018-01-21 09:00:00,8479.357682162663
2018-01-21 12:00:00,9061.9025302378
2018-01-21 15:00:00,9461.928571130382
2018-01-21 18:00:00,9853.95821488602
2018-01-21 21:00:00,10502.356840317138
2018-01-22 00:00:00,10818.882680830779
2018-01-22 03:00:00,10955.769536668202
2018-01-22 06:00:00,10874.836907381658
2018-01-22 09:00:00,11655.763478579232
2018-01-22 12:00:00,11482.878967362689
2018-01-22 15:00:00,12981.858932397095
2018-01-22 18:00:00,13824.166192662204
2018-01-22 21:00:00,13123.507184424438
2018-01-23 00:00:00,10015.965043750592
2018-01-23 03:00:00,10326.868691211333
2018-01-23 06:00:00,11594.776893771254
2018-01-23 09:00:00,12191.37574333162
2018-01-23 12:00:00,13126.777998372912
2018-01-23 15:00:00,12755.127321750391
2018-01-23 18:00:00,13868.006989702582
2018-01-23 21:00:00,13618.001856717514
2018-01-24 00:00:00,10274.098207088886
2018-01-24 03:00:00,10482.441819118336
2018-01-24 06:00:00,11270.738657017937
2018-01-24 09:00:00,12295.03889451921
2018-01-24 12:00:00,12161.899176490493
2018-01-24 15:00:00,13077.289639744442
2018-01-24 18:00:00,13728.37309674453
2018-01-24 21:00:00,13400.045349945314
2018-01-25 00:00:00,10323.742239277344
2018-01-25 03:00:00,11453.29218431469
2018-01-25 06:00:00,12672.823990082601
2018-01-25 09:00:00,12320.202824514126
2018-01-25 12:00:00,11808.707035188563
2018-01-25 15:00:00,13290.953411726281
2018-01-25 18:00:00,11694.446527395397
2018-01-25 21:00:00,12676.440440266393
2018-01-26 00:00:00,9780.174967456609
2018-01-26 03:00:00,9196.546794266906
2018-01-26 06:00:00,8599.101135246689
2018-01-26 09:00:00,8275.868782916805
2018-01-26 12:00:00,8516.582592523191
2018-01-26 15:00:00,8813.436808732804
2018-01-26 18:00:00,9064.718722883612
2018-01-26 21:00:00,11202.982440798543
2018-01-27 00:00:00,7792.32798820734
2018-01-27 03:00:00,7686.470486057224
2018-01-27 06:00:00,8372.363345519407
2018-01-27 09:00:00,9817.32450212515
2018-01-27 12:00:00,11008.931856553303
2018-01-27 15:00:00,11738.757339440286
2018-01-27 18:00:00,12650.179974281462
2018-01-27 21:00:00,12287.53163049277
2018-01-28 00:00:00,11064.029306501849
2018-01-28 03:00:00,10547.148575670086
2018-01-28 06:00:00,10782.713240264216
2018-01-28 09:00:00,11342.688161955448
2018-01-28 12:00:00,12107.411113689886
2018-01-28 15:00:00,12564.177678714506
2018-01-28 18:00:00,13510.117035509553
2018-01-28 21:00:00,13334.099580453942
2018-01-29 00:00:00,14354.711842900608
2018-01-29 03:00:00,13247.32195106009
2018-01-29 06:00:00,13808.938380253501
2018-01-29 09:00:00,12556.815605250187
2018-01-29 12:00:00,14887.620275623864
2018-01-29 15:00:00,14582.104731535073
2018-01-29 18:00:00,14927.671529487707
2018-01-29 21:00:00,15717.176979094045
2018-01-30 00:00:00,12090.89766427176
2018-01-30 03:00:00,12530.055411065929
2018-01-30 06:00:00,12206.866570101585
2018-01-30 09:00:00,12726.73279001587
2018-01-30 12:00:00,13445.7219692925
2018-01-30 15:00:00,13911.952677621972
2018-01-30 18:00:00,14540.06585477409
2018-01-30 21:00:00,14121.321573533583
2018-01-31 00:00:00,11469.12389158248
2018-01-31 03:00:00,11117.532973773777
2018-01-31 06:00:00,11041.31458727154
2018-01-31 09:00:00,12455.162143609487
2018-01-31 12:00:00,13489.455712464172
2018-01-31 15:00:00,14077.06156130135
2018-01-31 18:00:00,13181.702236269368
2018-01-31 21:00:00,13612.200433874968
2018-02-01 00:00:00,9239.397686377633
2018-02-01 03:00:00,8887.382422570372
2018-02-01 06:00:00,8468.189246587222
2018-02-01 09:00:00,9532.071515274001
2018-02-01 12:00:00,9005.27592238388
